CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,Country,Cluster,ClusterLabel,CLV,ChurnRisk,ChurnScore,R_Score,F_Score,M_Score,RFM_Score,Segment,Recommendation
12578,21,2,2794.51,24.51324561403509,1196,111,Italy,0,Active Mid,2662.84,Low,5.6,3,2,4,9,Loyal Customers,Upsell premium products & bundles
12579,78,1,440.42,15.18689655172414,285,29,France,0,Active Mid,350.24,Medium,20.9,2,1,2,5,At Risk,Send re-engagement email with offers
12580,247,1,415.7,17.320833333333333,238,24,Germany,1,Dormant Low,141.84,High,66.0,1,1,2,4,At Risk,Send win-back campaign with 20% discount
12581,40,1,197.71,13.180666666666667,161,15,Germany,0,Active Mid,177.41,Low,10.7,3,1,1,5,At Risk,Send re-engagement email with offers
12582,239,2,511.36,23.243636363636366,300,21,Finland,1,Dormant Low,186.35,High,63.9,1,2,2,5,At Risk,Send win-back campaign with 20% discount
12583,3,15,7281.38,29.47927125506073,5060,115,France,3,High Value,7741.37,Low,0.8,4,4,4,12,Champions,Reward with loyalty program & early access
12584,4,9,2338.15,24.355729166666666,416,44,Italy,0,Active Mid,2412.75,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
12585,234,2,2040.1,23.44942528735632,1279,77,Germany,1,Dormant Low,770.98,High,62.6,1,2,4,7,Potential Loyalists,Offer membership & personalized offers
12586,17,1,196.94000000000003,17.903636363636366,79,11,Italy,0,Active Mid,188.89,Low,4.5,4,1,1,6,Potential Loyalists,Offer membership & personalized offers
12587,8,1,144.0,36.0,51,4,Finland,0,Active Mid,141.59,Low,2.1,4,1,1,6,Potential Loyalists,Offer membership & personalized offers
12588,39,1,214.89999999999998,21.49,53,10,Finland,0,Active Mid,193.41,Low,10.4,3,1,1,5,At Risk,Send re-engagement email with offers
12589,29,2,646.68,18.47657142857143,306,29,France,0,Active Mid,602.24,Low,7.8,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
12590,211,2,9864.26,145.06264705882353,4283,68,Germany,1,Dormant Low,4340.27,High,56.4,1,2,4,7,Potential Loyalists,Offer membership & personalized offers
12591,317,1,452.84999999999997,17.41730769230769,228,26,Italy,1,Dormant Low,69.35,High,84.8,1,1,2,4,At Risk,Send win-back campaign with 20% discount
12592,92,2,437.6,24.311111111111114,290,11,Germany,0,Active Mid,333.11,High,24.6,2,2,2,6,Potential Loyalists,Offer membership & personalized offers
12593,109,3,418.09999999999997,19.909523809523808,206,14,France,0,Active Mid,300.5,High,29.1,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
12594,38,10,3338.2200000000003,28.290000000000003,1777,50,Italy,0,Active Mid,3142.54,Low,10.2,3,4,4,11,Champions,Reward with loyalty program & early access
12596,51,2,618.27,22.898888888888887,474,25,Spain,0,Active Mid,539.07,Medium,13.6,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
12597,19,4,3811.22,18.50106796116505,2236,184,Spain,0,Active Mid,3686.84,Low,5.1,3,3,4,10,Champions,Reward with loyalty program & early access
12598,10,8,3023.08,22.902121212121212,1964,84,France,0,Active Mid,3054.87,Low,2.7,4,4,4,12,Champions,Reward with loyalty program & early access
12599,29,7,1032.58,16.654516129032256,956,32,France,0,Active Mid,984.42,Low,7.8,3,4,3,10,Champions,Reward with loyalty program & early access
12600,29,10,2599.04,40.61,774,32,Germany,0,Active Mid,2512.22,Low,7.8,3,4,4,11,Champions,Reward with loyalty program & early access
12601,190,5,577.0600000000001,20.609285714285715,245,21,Germany,1,Dormant Low,290.69,High,50.8,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
12602,59,1,153.12,12.76,162,12,France,0,Active Mid,129.58,Medium,15.8,2,1,1,4,At Risk,Send re-engagement email with offers
12603,22,1,739.1999999999999,369.59999999999997,63,2,Germany,0,Active Mid,699.05,Low,5.9,3,1,3,7,Potential Loyalists,Offer membership & personalized offers
12604,79,2,254.18,15.88625,201,15,France,0,Active Mid,202.41,Medium,21.1,2,2,1,5,At Risk,Send re-engagement email with offers
12607,60,1,1579.51,15.63871287128713,1228,101,USA,0,Active Mid,1332.46,Medium,16.0,2,1,3,6,Potential Loyalists,Offer membership & personalized offers
12609,78,3,1126.85,18.78083333333333,648,57,Germany,0,Active Mid,904.64,Medium,20.9,2,3,3,8,Loyal Customers,Upsell premium products & bundles
12610,23,5,2099.54,19.80698113207547,1049,85,Italy,0,Active Mid,2017.56,Low,6.1,3,3,4,10,Champions,Reward with loyalty program & early access
12611,52,1,1193.32,18.35876923076923,846,65,Italy,0,Active Mid,1032.32,Medium,13.9,2,1,3,6,Potential Loyalists,Offer membership & personalized offers
12612,74,1,704.0400000000001,37.054736842105264,262,19,Germany,0,Active Mid,567.44,Medium,19.8,2,1,3,6,Potential Loyalists,Offer membership & personalized offers
12613,57,5,3344.38,21.858692810457516,1644,124,Germany,0,Active Mid,2902.49,Medium,15.2,2,3,4,9,Loyal Customers,Upsell premium products & bundles
12614,278,1,315.6,15.780000000000001,76,20,Germany,1,Dormant Low,81.4,High,74.3,1,1,2,4,At Risk,Send win-back campaign with 20% discount
12615,2,4,2291.19,21.820857142857143,1376,82,France,0,Active Mid,2322.55,Low,0.5,4,3,4,11,Champions,Reward with loyalty program & early access
12616,95,2,713.3,22.290625,284,25,France,0,Active Mid,537.21,High,25.4,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
12617,29,1,355.53,8.465,213,39,France,0,Active Mid,329.53,Low,7.8,3,1,2,6,Potential Loyalists,Offer membership & personalized offers
12618,22,1,177.31,16.11909090909091,96,11,Italy,0,Active Mid,167.68,Low,5.9,3,1,1,5,At Risk,Send re-engagement email with offers
12619,16,9,3641.24,40.45822222222222,3378,50,Germany,0,Active Mid,3635.56,Low,4.3,4,4,4,12,Champions,Reward with loyalty program & early access
12620,15,3,1339.41,14.558804347826088,1181,89,France,0,Active Mid,1304.15,Low,4.0,4,3,3,10,Champions,Reward with loyalty program & early access
12621,2,20,13689.67,29.31406852248394,7440,261,Germany,3,High Value,14919.47,Low,0.5,4,4,4,12,Champions,Reward with loyalty program & early access
12622,232,1,180.1,16.37272727272727,69,11,Germany,1,Dormant Low,68.71,High,62.0,1,1,1,3,Lost,Last chance discount or remove from list
12623,276,1,305.1,16.950000000000003,191,18,Germany,1,Dormant Low,80.33,High,73.8,1,1,1,3,Lost,Last chance discount or remove from list
12624,106,2,641.13,16.87184210526316,355,36,France,0,Active Mid,463.82,High,28.3,2,2,2,6,Potential Loyalists,Offer membership & personalized offers
12625,212,2,2683.82,31.207209302325584,1612,73,Germany,1,Dormant Low,1173.63,High,56.7,1,2,4,7,Potential Loyalists,Offer membership & personalized offers
12626,23,9,6620.48,22.51863945578231,3453,232,Germany,0,Active Mid,6480.9,Low,6.1,3,4,4,11,Champions,Reward with loyalty program & early access
12627,11,7,4478.53,19.47186956521739,2752,162,Germany,0,Active Mid,4492.4,Low,2.9,4,4,4,12,Champions,Reward with loyalty program & early access
12628,4,3,786.46,19.181951219512197,448,34,Germany,0,Active Mid,789.22,Low,1.1,4,3,3,10,Champions,Reward with loyalty program & early access
12630,10,2,1270.88,19.8575,548,60,Finland,0,Active Mid,1248.74,Low,2.7,4,2,3,9,Loyal Customers,Upsell premium products & bundles
12631,57,1,640.5,20.661290322580644,236,31,Finland,0,Active Mid,545.48,Medium,15.2,2,1,2,5,At Risk,Send re-engagement email with offers
12633,59,4,2163.98,21.425544554455445,1162,73,Germany,0,Active Mid,1857.49,Medium,15.8,2,3,4,9,Loyal Customers,Upsell premium products & bundles
12635,90,2,1689.18,16.724554455445546,1172,96,Germany,0,Active Mid,1294.97,Medium,24.1,2,2,4,8,Loyal Customers,Upsell premium products & bundles
12637,67,8,6021.9,15.440769230769229,3002,205,France,0,Active Mid,5132.32,Medium,17.9,2,4,4,10,Champions,Reward with loyalty program & early access
12638,33,1,671.69,17.222820512820515,577,39,Sweden,0,Active Mid,615.35,Low,8.8,3,1,2,6,Potential Loyalists,Offer membership & personalized offers
12639,239,1,486.1,22.095454545454547,201,22,Sweden,1,Dormant Low,176.3,High,63.9,1,1,2,4,At Risk,Send win-back campaign with 20% discount
12640,24,3,1174.58,22.16188679245283,311,47,France,0,Active Mid,1114.98,Low,6.4,3,3,3,9,Loyal Customers,Upsell premium products & bundles
12641,115,1,185.9,18.59,72,10,Sweden,0,Active Mid,129.35,High,30.7,2,1,1,4,At Risk,Send win-back campaign with 20% discount
12642,25,3,1013.26,21.558723404255318,552,39,Germany,0,Active Mid,959.1,Low,6.7,3,3,3,9,Loyal Customers,Upsell premium products & bundles
12643,128,6,3344.64,139.35999999999999,1808,11,France,0,Active Mid,2263.11,High,34.2,2,4,4,10,Champions,Reward with loyalty program & early access
12644,130,1,477.91,15.416451612903227,325,31,Germany,0,Active Mid,313.28,High,34.8,2,1,2,5,At Risk,Send win-back campaign with 20% discount
12645,34,4,1775.18,24.31753424657534,1084,58,Germany,0,Active Mid,1644.69,Low,9.1,3,3,4,10,Champions,Reward with loyalty program & early access
12646,5,2,1346.97,29.932666666666666,897,43,USA,0,Active Mid,1341.68,Low,1.3,4,2,3,9,Loyal Customers,Upsell premium products & bundles
12647,22,12,3722.82,30.76710743801653,1431,78,Germany,0,Active Mid,3705.01,Low,5.9,3,4,4,11,Champions,Reward with loyalty program & early access
12648,155,1,318.05,15.145238095238096,160,21,Germany,1,Dormant Low,187.13,High,41.4,1,1,2,4,At Risk,Send win-back campaign with 20% discount
12649,107,3,623.51,20.113225806451613,586,28,Germany,0,Active Mid,451.52,High,28.6,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
12650,3,1,314.44,15.722,254,20,France,0,Active Mid,313.41,Low,0.8,4,1,2,7,Potential Loyalists,Offer membership & personalized offers
12651,335,1,114.0,12.666666666666666,78,9,France,1,Dormant Low,11.94,High,89.6,1,1,1,3,Lost,Last chance discount or remove from list
12652,331,1,919.98,19.16625,505,48,France,1,Dormant Low,106.28,High,88.5,1,1,3,5,At Risk,Send win-back campaign with 20% discount
12653,149,2,2209.85,51.391860465116274,919,37,Israel,1,Dormant Low,1342.18,High,39.8,1,2,4,7,Potential Loyalists,Offer membership & personalized offers
12654,11,5,601.98,15.841578947368422,264,31,Germany,0,Active Mid,598.25,Low,2.9,4,3,2,9,Loyal Customers,Upsell premium products & bundles
12656,17,5,4051.17,32.152142857142856,1723,89,France,0,Active Mid,3959.54,Low,4.5,4,3,4,11,Champions,Reward with loyalty program & early access
12657,11,4,1643.18,34.961276595744685,1044,35,France,0,Active Mid,1625.37,Low,2.9,4,3,3,10,Champions,Reward with loyalty program & early access
12658,19,1,686.05,19.056944444444444,320,36,Germany,0,Active Mid,654.31,Low,5.1,3,1,3,7,Potential Loyalists,Offer membership & personalized offers
12659,30,1,91.68,18.336000000000002,105,5,France,0,Active Mid,84.73,Low,8.0,3,1,1,5,At Risk,Send re-engagement email with offers
12660,11,1,245.1,18.853846153846153,127,13,France,0,Active Mid,239.03,Low,2.9,4,1,1,6,Potential Loyalists,Offer membership & personalized offers
12662,1,11,3849.78,16.73817391304348,2058,129,Germany,0,Active Mid,4041.56,Low,0.3,4,4,4,12,Champions,Reward with loyalty program & early access
12664,8,9,4881.88,131.94270270270272,1203,10,Finland,0,Active Mid,4983.18,Low,2.1,4,4,4,12,Champions,Reward with loyalty program & early access
12665,325,1,63.0,21.0,37,3,Germany,1,Dormant Low,8.29,High,86.9,1,1,1,3,Lost,Last chance discount or remove from list
12667,58,1,620.13,18.791818181818183,395,33,Finland,0,Active Mid,526.47,Medium,15.5,2,1,2,5,At Risk,Send re-engagement email with offers
12668,12,4,3807.15,23.64689440993789,1634,115,Germany,0,Active Mid,3755.52,Low,3.2,4,3,4,11,Champions,Reward with loyalty program & early access
12669,151,3,2744.0299999999997,27.168613861386135,1115,98,France,1,Dormant Low,1659.63,High,40.4,1,3,4,8,Loyal Customers,Upsell premium products & bundles
12670,10,5,2996.05,32.56576086956522,1397,58,France,0,Active Mid,2985.7,Low,2.7,4,3,4,11,Champions,Reward with loyalty program & early access
12672,330,1,225.89999999999998,22.589999999999996,78,10,France,1,Dormant Low,26.7,High,88.2,1,1,1,3,Lost,Last chance discount or remove from list
12673,5,2,610.52,14.536190476190475,351,42,Germany,0,Active Mid,608.12,Low,1.3,4,2,2,8,Loyal Customers,Upsell premium products & bundles
12674,39,4,1970.6,23.742168674698792,1133,52,France,0,Active Mid,1798.89,Low,10.4,3,3,4,10,Champions,Reward with loyalty program & early access
12676,25,6,1331.39,29.586444444444446,670,33,Sweden,0,Active Mid,1278.06,Low,6.7,3,4,3,10,Champions,Reward with loyalty program & early access
12678,42,12,17628.46,106.83915151515151,10923,105,France,3,High Value,16547.29,Low,11.2,3,4,4,11,Champions,Reward with loyalty program & early access
12679,59,4,1113.02,23.187916666666666,554,43,France,0,Active Mid,955.38,Medium,15.8,2,3,3,8,Loyal Customers,Upsell premium products & bundles
12680,1,4,862.81,16.592499999999998,443,33,France,0,Active Mid,876.97,Low,0.3,4,3,3,10,Champions,Reward with loyalty program & early access
12681,15,22,13787.54,21.610564263322885,7536,267,France,3,High Value,14627.68,Low,4.0,4,4,4,12,Champions,Reward with loyalty program & early access
12682,4,31,12288.22,23.406133333333333,5575,209,France,3,High Value,13959.96,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
12683,4,15,8476.57,24.641191860465117,4987,177,France,3,High Value,8987.77,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
12684,8,7,2283.63,21.748857142857144,1985,61,France,0,Active Mid,2309.63,Low,2.1,4,4,4,12,Champions,Reward with loyalty program & early access
12685,28,6,2863.08,18.236178343949042,1523,117,France,0,Active Mid,2724.77,Low,7.5,3,4,4,11,Champions,Reward with loyalty program & early access
12686,372,1,89.14,12.734285714285715,107,7,France,1,Dormant Low,0.48,High,99.5,1,1,1,3,Lost,Last chance discount or remove from list
12688,114,1,4873.8099999999995,28.501812865497072,3028,171,Israel,0,Active Mid,3404.42,High,30.5,2,1,4,7,Potential Loyalists,Offer membership & personalized offers
12689,26,2,1247.61,17.327916666666667,628,57,France,0,Active Mid,1171.99,Low,7.0,3,2,3,8,Loyal Customers,Upsell premium products & bundles
12690,206,1,389.01,24.313125,106,16,France,1,Dormant Low,175.58,High,55.1,1,1,2,4,At Risk,Send win-back campaign with 20% discount
12691,28,6,1035.8,32.36875,394,21,France,0,Active Mid,985.76,Low,7.5,3,4,3,10,Champions,Reward with loyalty program & early access
12693,127,4,855.91,21.946410256410257,255,35,Germany,0,Active Mid,576.09,High,34.0,2,3,3,8,Loyal Customers,Upsell premium products & bundles
12694,70,2,869.67,23.504594594594593,509,32,France,0,Active Mid,713.66,Medium,18.7,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
12695,7,4,582.1,21.55925925925926,220,23,France,0,Active Mid,582.14,Low,1.9,4,3,2,9,Loyal Customers,Upsell premium products & bundles
12697,29,3,957.59,23.355853658536585,508,37,Sweden,0,Active Mid,896.02,Low,7.8,3,3,3,9,Loyal Customers,Upsell premium products & bundles
12700,8,4,4939.99,18.432798507462685,2967,193,France,0,Active Mid,4926.84,Low,2.1,4,3,4,11,Champions,Reward with loyalty program & early access
12701,80,2,797.71,15.051132075471699,678,50,Germany,0,Active Mid,633.08,Medium,21.4,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
12702,20,1,219.0,18.25,53,12,Germany,0,Active Mid,208.28,Low,5.3,3,1,1,5,At Risk,Send re-engagement email with offers
12703,71,1,283.55,13.502380952380953,164,21,Germany,0,Active Mid,230.82,Medium,19.0,2,1,1,4,At Risk,Send re-engagement email with offers
12704,7,8,2340.84,26.600454545454546,1006,64,Finland,0,Active Mid,2384.95,Low,1.9,4,4,4,12,Champions,Reward with loyalty program & early access
12705,15,9,6868.29,20.56374251497006,3997,228,Germany,0,Active Mid,6876.73,Low,4.0,4,4,4,12,Champions,Reward with loyalty program & early access
12707,292,1,603.42,18.285454545454545,256,33,France,1,Dormant Low,132.93,High,78.1,1,1,2,4,At Risk,Send win-back campaign with 20% discount
12708,30,10,2712.91,17.27968152866242,1307,86,Germany,0,Active Mid,2614.69,Low,8.0,3,4,4,11,Champions,Reward with loyalty program & early access
12709,15,15,9736.52,46.81019230769231,3936,93,Germany,3,High Value,10016.78,Low,4.0,4,4,4,12,Champions,Reward with loyalty program & early access
12710,97,3,1149.02,14.922337662337663,851,75,Germany,0,Active Mid,863.23,High,25.9,2,3,3,8,Loyal Customers,Upsell premium products & bundles
12712,29,13,4396.13,33.053609022556394,1062,58,Germany,0,Active Mid,4307.49,Low,7.8,3,4,4,11,Champions,Reward with loyalty program & early access
12713,1,1,848.55,22.330263157894734,508,38,Germany,0,Active Mid,850.33,Low,0.3,4,1,3,8,Loyal Customers,Upsell premium products & bundles
12714,9,5,4708.86,18.18092664092664,3069,216,France,0,Active Mid,4705.49,Low,2.4,4,3,4,11,Champions,Reward with loyalty program & early access
12715,106,1,353.86,16.85047619047619,197,20,Sweden,0,Active Mid,254.78,High,28.3,2,1,2,5,At Risk,Send win-back campaign with 20% discount
12716,4,2,1053.49,15.267971014492753,708,60,France,0,Active Mid,1052.2,Low,1.1,4,2,3,9,Loyal Customers,Upsell premium products & bundles
12717,151,2,1030.98,18.74509090909091,506,49,Greece,1,Dormant Low,620.61,High,40.4,1,2,3,6,Potential Loyalists,Offer membership & personalized offers
12718,71,1,238.25,12.539473684210526,203,19,France,0,Active Mid,193.94,Medium,19.0,2,1,1,4,At Risk,Send re-engagement email with offers
12719,5,2,644.95,16.53717948717949,374,34,France,0,Active Mid,642.42,Low,1.3,4,2,2,8,Loyal Customers,Upsell premium products & bundles
12720,3,25,5781.73,16.332570621468925,4672,211,Germany,3,High Value,6421.4,Low,0.8,4,4,4,12,Champions,Reward with loyalty program & early access
12721,32,6,2656.13,16.497701863354038,1959,133,France,0,Active Mid,2498.6,Low,8.6,3,4,4,11,Champions,Reward with loyalty program & early access
12722,85,4,997.63,18.82320754716981,566,50,France,0,Active Mid,785.65,Medium,22.7,2,3,3,8,Loyal Customers,Upsell premium products & bundles
12723,4,5,725.07,10.508260869565218,434,53,France,0,Active Mid,734.48,Low,1.1,4,3,3,10,Champions,Reward with loyalty program & early access
12724,5,4,1031.41,19.460566037735852,445,47,France,0,Active Mid,1037.1,Low,1.3,4,3,3,10,Champions,Reward with loyalty program & early access
12725,371,1,427.8,17.825,164,24,Italy,1,Dormant Low,3.45,High,99.2,1,1,2,4,At Risk,Send win-back campaign with 20% discount
12726,28,7,2609.1,21.041129032258063,3143,57,France,0,Active Mid,2494.61,Low,7.5,3,4,4,11,Champions,Reward with loyalty program & early access
12727,11,7,3980.7,28.638129496402875,2098,109,France,0,Active Mid,3993.02,Low,2.9,4,4,4,12,Champions,Reward with loyalty program & early access
12728,71,4,836.33,18.18108695652174,419,38,France,0,Active Mid,690.53,Medium,19.0,2,3,3,8,Loyal Customers,Upsell premium products & bundles
12729,114,1,453.01,17.423461538461538,233,26,France,0,Active Mid,316.43,High,30.5,2,1,2,5,At Risk,Send win-back campaign with 20% discount
